Path,Size,Modified,Age_Days,Bucket
archive\agent_refactor_project\agentproject\utils\__init__.py,423,2025-11-24T16:04:10,49,0-90d
archive\agent_refactor_project\agentproject\utils\Debuggers\DebuggerBase.py,4611,2025-11-23T03:48:22,50,0-90d
archive\agent_refactor_project\agentproject\utils\Debuggers\DebuggerCLI.py,6903,2025-11-23T03:48:22,50,0-90d
archive\agent_refactor_project\agentproject\utils\Debuggers\DebuggerDashboard.py,5325,2026-01-01T19:52:40,10,0-90d
archive\agent_refactor_project\agentproject\utils\Debuggers\DebuggerLogger.py,3616,2025-11-23T03:48:22,50,0-90d
archive\agent_refactor_project\agentproject\utils\Debuggers\DebuggerManager.py,38673,2025-11-23T03:48:22,50,0-90d
archive\agent_refactor_project\agentproject\utils\Debuggers\DebuggerReporter.py,6050,2025-11-23T03:48:22,50,0-90d
archive\agent_refactor_project\agentproject\utils\Debuggers\DebuggerRunner.py,6685,2025-11-23T03:48:22,50,0-90d
archive\agent_refactor_project\agentproject\utils\Debuggers\DebuggingOrchestrator.py,7001,2025-11-23T03:48:22,50,0-90d
archive\agent_refactor_project\agentproject\utils\Debuggers\DebuggingStrategy.py,9640,2025-11-23T03:48:22,50,0-90d
archive\agent_refactor_project\agentproject\utils\Debuggers\FileManager.py,5656,2025-11-23T03:48:22,50,0-90d
archive\agent_refactor_project\agentproject\utils\Debuggers\ProjectContextAnalyzer.py,7072,2025-11-23T03:48:22,50,0-90d
archive\agent_refactor_project\agentproject\utils\Debuggers\SandboxedPythonAgent.py,4334,2025-11-23T03:48:22,50,0-90d
archive\agent_refactor_project\agentproject\utils\Debuggers\StructuredMemorySegment.py,3423,2025-11-23T03:48:22,50,0-90d
archive\agent_refactor_project\agentproject\utils\Debuggers\VectorMemoryManager.py,5007,2025-11-23T03:48:22,50,0-90d
archive\agent_refactor_project\agentproject\utils\Debuggers\sort_and_analyze.py,3758,2025-11-23T03:48:22,50,0-90d
archive\agent_refactor_project\agentproject\utils\Debuggers\__init__.py,915,2025-11-24T16:04:10,49,0-90d
archive\agent_refactor_project\agentproject\utils\Debuggers\plugins\run_dispatcher.py,1203,2025-11-23T03:48:22,50,0-90d
archive\agent_refactor_project\agentproject\utils\Debuggers\plugins\__init__.py,156,2025-11-24T16:04:10,49,0-90d
archive\agent_refactor_project\agentproject\utils\plugins\AIConfidenceManager.py,7091,2025-11-23T03:48:22,50,0-90d
archive\agent_refactor_project\agentproject\utils\plugins\AIDebugAgent.py,1692,2025-11-23T03:48:22,50,0-90d
archive\agent_refactor_project\agentproject\utils\plugins\AIDebuggingAnalytics.py,1494,2025-11-23T03:48:22,50,0-90d
archive\agent_refactor_project\agentproject\utils\plugins\AIModelManager.py,7773,2025-11-23T03:48:22,50,0-90d
archive\agent_refactor_project\agentproject\utils\plugins\AIPatchManager.py,17992,2025-11-23T03:48:22,50,0-90d
archive\agent_refactor_project\agentproject\utils\plugins\AIPatchOptimizer.py,5302,2025-11-23T03:48:22,50,0-90d
archive\agent_refactor_project\agentproject\utils\plugins\AIPatchReviewManager.py,7966,2025-11-23T03:48:22,50,0-90d
archive\agent_refactor_project\agentproject\utils\plugins\AIPatchUtils.py,5131,2025-11-23T03:48:22,50,0-90d
archive\agent_refactor_project\agentproject\utils\plugins\AIRefactorAgent.py,7037,2025-11-23T03:48:22,50,0-90d
archive\agent_refactor_project\agentproject\utils\plugins\AgentDispatcher.py,8440,2025-11-23T03:48:22,50,0-90d
archive\agent_refactor_project\agentproject\utils\plugins\AgentMemory.py,5203,2025-11-23T03:48:22,50,0-90d
archive\agent_refactor_project\agentproject\utils\plugins\AgentPlugin.py,2319,2025-11-23T03:48:22,50,0-90d
archive\agent_refactor_project\agentproject\utils\plugins\AutoFixManager.py,10979,2025-11-23T03:48:22,50,0-90d
archive\agent_refactor_project\agentproject\utils\plugins\AutoFixer.py,8286,2025-11-23T03:48:22,50,0-90d
archive\agent_refactor_project\agentproject\utils\plugins\ChainOfThoughtReasoner.py,17280,2025-11-23T03:48:22,50,0-90d
archive\agent_refactor_project\agentproject\utils\plugins\CodeIntegrationAnalyzerPlugin.py,7426,2025-11-23T03:48:22,50,0-90d
archive\agent_refactor_project\agentproject\utils\plugins\DatabaseManager.py,5283,2025-11-23T03:48:22,50,0-90d
archive\agent_refactor_project\agentproject\utils\plugins\DebugAgentAutoFixer.py,8934,2025-11-23T03:48:22,50,0-90d
archive\agent_refactor_project\agentproject\utils\plugins\DebugAgentUtils.py,11378,2025-11-23T03:48:22,50,0-90d
archive\agent_refactor_project\agentproject\utils\plugins\DebuggerReporter.py,5950,2025-11-23T03:48:22,50,0-90d
archive\agent_refactor_project\agentproject\utils\plugins\DebuggingStrategy.py,2217,2025-11-23T03:48:22,50,0-90d
archive\agent_refactor_project\agentproject\utils\plugins\DependencyAnalyzer.py,2528,2025-11-23T03:48:22,50,0-90d
archive\agent_refactor_project\agentproject\utils\plugins\DuplicateAnalyzerPlugin.py,6449,2025-11-23T03:48:22,50,0-90d
archive\agent_refactor_project\agentproject\utils\plugins\EmailReporter.py,4426,2025-11-23T03:48:22,50,0-90d
archive\agent_refactor_project\agentproject\utils\plugins\ExampleAgent.py,1746,2025-11-23T03:48:22,50,0-90d
archive\agent_refactor_project\agentproject\utils\plugins\ExecutionSandbox.py,2676,2025-11-23T03:48:22,50,0-90d
archive\agent_refactor_project\agentproject\utils\plugins\FileManager.py,11690,2025-11-23T03:48:22,50,0-90d
archive\agent_refactor_project\agentproject\utils\plugins\FileSorterPlugin.py,5597,2025-11-23T03:48:22,50,0-90d
archive\agent_refactor_project\agentproject\utils\plugins\FixForge.py,9880,2025-11-23T03:48:22,50,0-90d
archive\agent_refactor_project\agentproject\utils\plugins\ImportFixTracker.py,2462,2025-11-23T03:48:22,50,0-90d
archive\agent_refactor_project\agentproject\utils\plugins\LoggerManager.py,4274,2025-11-23T03:48:22,50,0-90d
archive\agent_refactor_project\agentproject\utils\plugins\PatchDataManager.py,5745,2025-11-23T03:48:22,50,0-90d
archive\agent_refactor_project\agentproject\utils\plugins\PatchHistoryManager.py,2404,2025-11-23T03:48:22,50,0-90d
archive\agent_refactor_project\agentproject\utils\plugins\PatchManager.py,16537,2025-11-23T03:48:22,50,0-90d
archive\agent_refactor_project\agentproject\utils\plugins\PatchStorageManager.py,4525,2025-11-23T03:48:22,50,0-90d
archive\agent_refactor_project\agentproject\utils\plugins\PatchTrackingManager.py,3120,2025-11-23T03:48:22,50,0-90d
archive\agent_refactor_project\agentproject\utils\plugins\PerformanceMonitor.py,2696,2025-11-23T03:48:22,50,0-90d
archive\agent_refactor_project\agentproject\utils\plugins\ProjectContextAnalyzer.py,5390,2025-11-23T03:48:22,50,0-90d
archive\agent_refactor_project\agentproject\utils\plugins\QuickFixManager.py,8797,2025-11-23T03:48:22,50,0-90d
archive\agent_refactor_project\agentproject\utils\plugins\RateLimiter.py,5016,2025-11-23T03:48:22,50,0-90d
archive\agent_refactor_project\agentproject\utils\plugins\ReasonerController.py,1284,2025-11-23T03:48:22,50,0-90d
archive\agent_refactor_project\agentproject\utils\plugins\RollbackManager.py,4545,2025-11-23T03:48:22,50,0-90d
archive\agent_refactor_project\agentproject\utils\plugins\RuleBasedReasoning.py,4925,2025-11-23T03:48:22,50,0-90d
archive\agent_refactor_project\agentproject\utils\plugins\TaskManager.py,1803,2025-11-23T03:48:22,50,0-90d
archive\agent_refactor_project\agentproject\utils\plugins\VersionControlManager.py,3451,2025-11-23T03:48:22,50,0-90d
archive\agent_refactor_project\agentproject\utils\plugins\run_dispatcher.py,1508,2025-11-23T03:48:22,50,0-90d
archive\agent_refactor_project\agentproject\utils\plugins\__init__.py,2713,2025-11-24T16:04:10,49,0-90d
archive\lead_harvester\contract-leads\alerts.py,945,2025-11-23T03:43:00,50,0-90d
archive\lead_harvester\contract-leads\harvester.py,635,2025-11-23T03:43:00,50,0-90d
archive\lead_harvester\contract-leads\kpi_tracker.py,4286,2025-11-23T03:43:00,50,0-90d
archive\lead_harvester\contract-leads\lead_harvester.py,1299,2025-11-23T03:43:00,50,0-90d
archive\lead_harvester\contract-leads\outputs.py,1533,2025-11-23T03:43:00,50,0-90d
archive\lead_harvester\contract-leads\outreach.py,937,2025-11-23T03:43:00,50,0-90d
archive\lead_harvester\contract-leads\scoring.py,2091,2025-11-23T03:43:00,50,0-90d
archive\lead_harvester\contract-leads\__init__.py,402,2025-11-24T16:04:10,49,0-90d
archive\lead_harvester\contract-leads\extra_sources\__init__.py,140,2025-11-24T16:04:10,49,0-90d
archive\lead_harvester\contract-leads\extra_sources\loader.py,865,2025-11-23T03:43:00,50,0-90d
archive\lead_harvester\contract-leads\scrapers\__init__.py,312,2025-11-24T16:04:10,49,0-90d
archive\lead_harvester\contract-leads\scrapers\base.py,578,2025-11-23T03:43:00,50,0-90d
archive\lead_harvester\contract-leads\scrapers\craigslist.py,1386,2025-11-23T03:43:00,50,0-90d
archive\lead_harvester\contract-leads\scrapers\reddit.py,1174,2025-11-23T03:43:00,50,0-90d
archive\lead_harvester\contract-leads\scrapers\remoteok.py,1150,2025-11-23T03:43:00,50,0-90d
archive\lead_harvester\contract-leads\scrapers\weworkremotely.py,1398,2025-11-23T03:43:00,50,0-90d
archive\lead_harvester\contract-leads\scripts\no_placeholders.py,1434,2025-11-23T03:43:00,50,0-90d
archive\lead_harvester\contract-leads\scripts\__init__.py,158,2025-11-24T16:04:10,49,0-90d
archive\lead_harvester\contract-leads\tests\test_extra_loader.py,1031,2025-11-23T03:43:00,50,0-90d
archive\lead_harvester\contract-leads\tests\test_scoring.py,1645,2025-11-23T03:43:00,50,0-90d
archive\lead_harvester\contract-leads\tests\test_scrapers.py,2330,2025-11-23T03:43:00,50,0-90d
archive\lead_harvester\contract-leads\tests\__init__.py,262,2025-11-24T16:04:10,49,0-90d
archive\site_specific\crosbyultimateevents\crosbyultimateevents.com\check_plugin_status.py,5226,2025-12-18T07:58:14,25,0-90d
archive\site_specific\crosbyultimateevents\crosbyultimateevents.com\deploy_business_plan_plugin.py,4344,2025-12-18T07:58:14,25,0-90d
archive\site_specific\crosbyultimateevents\crosbyultimateevents.com\fix_business_plan_page.py,5508,2025-12-18T07:58:14,25,0-90d
archive\site_specific\crosbyultimateevents\crosbyultimateevents.com\test_shortcode_direct.py,1479,2025-12-18T07:58:14,25,0-90d
archive\site_specific\crosbyultimateevents\crosbyultimateevents.com\verify_plugin_files.py,3569,2025-12-18T07:58:14,25,0-90d
archive\site_specific\crosbyultimateevents\crosbyultimateevents.com\deploy_ab_test_hero_headline.py,1742,2025-12-20T11:46:56,23,0-90d
archive\repositories\backup_20260106_071520\agent_workspaces\Agent-1\DETAILED_DISPUTED_REPOS_REVIEW.py,6637,2025-11-23T03:27:50,50,0-90d
archive\data\backup_20260106_071520\agent_workspaces\Agent-1\__init__.py,383,2025-12-06T17:57:06,37,0-90d
archive\data\backup_20260106_071520\agent_workspaces\Agent-1\independent_qa_audit.py,5350,2025-11-23T03:27:50,50,0-90d
archive\data\backup_20260106_071520\agent_workspaces\Agent-1\mission_continuation.py,1820,2025-12-22T11:15:48,21,0-90d
archive\data\backup_20260106_071520\agent_workspaces\Agent-1\QA_AUDIT_IN_PROGRESS.py,5681,2025-11-23T03:27:50,50,0-90d
archive\data\backup_20260106_071520\agent_workspaces\Agent-1\extracted_patterns\patterns\error_handler_pattern.py,2440,2025-12-20T18:17:42,23,0-90d
archive\data\backup_20260106_071520\agent_workspaces\Agent-1\extracted_patterns\utilities\project_scanner.py,18512,2025-11-26T11:45:58,47,0-90d
archive\data\backup_20260106_071520\agent_workspaces\Agent-2\Agent_Cellphone_RESOLUTION_SCRIPT.py,5328,2025-12-06T17:57:08,37,0-90d
archive\data\backup_20260106_071520\agent_workspaces\Agent-2\FocusForge_RESOLUTION_SCRIPT.py,140,2025-12-06T17:57:08,37,0-90d
archive\data\backup_20260106_071520\agent_workspaces\Agent-2\Superpowered-TTRPG_RESOLUTION_SCRIPT.py,227,2025-12-06T17:57:08,37,0-90d
archive\data\backup_20260106_071520\agent_workspaces\Agent-2\TBOWTactics_RESOLUTION_SCRIPT.py,263,2025-12-06T17:57:08,37,0-90d
archive\data\backup_20260106_071520\agent_workspaces\Agent-2\trading-leads-bot_RESOLUTION_SCRIPT.py,223,2025-12-06T17:57:14,37,0-90d
archive\data\backup_20260106_071520\agent_workspaces\Agent-2\extracted_logic\ai_framework\conversation\debug_conversation_detection.py,5362,2025-12-06T17:57:08,37,0-90d
archive\data\backup_20260106_071520\agent_workspaces\Agent-2\extracted_logic\ai_framework\conversation\scripts\get_full_conversation.py,5108,2025-12-06T17:57:10,37,0-90d
archive\data\backup_20260106_071520\agent_workspaces\Agent-2\extracted_logic\ai_framework\conversation\src\dreamscape\core\refresh_chatgpt_cookies.py,3894,2025-12-06T17:57:10,37,0-90d
archive\data\backup_20260106_071520\agent_workspaces\Agent-2\extracted_logic\ai_framework\conversation\src\dreamscape\core\legacy\ingest_chatgpt_json.py,4759,2025-12-06T17:57:10,37,0-90d
archive\data\backup_20260106_071520\agent_workspaces\Agent-2\extracted_logic\ai_framework\conversation\src\dreamscape\core\legacy\ingest_conversation_files.py,4505,2025-12-06T17:57:10,37,0-90d
archive\data\backup_20260106_071520\agent_workspaces\Agent-2\extracted_logic\ai_framework\conversation\src\dreamscape\core\legacy\process_all_conversations_demo.py,5530,2025-12-06T17:57:10,37,0-90d
archive\data\backup_20260106_071520\agent_workspaces\Agent-2\extracted_logic\ai_framework\conversation\src\dreamscape\core\legacy\unified_conversation_manager.py,19003,2025-12-06T17:57:10,37,0-90d
archive\data\backup_20260106_071520\agent_workspaces\Agent-2\extracted_logic\ai_framework\conversation\src\dreamscape\core\legacy\update_conversation_stats.py,3744,2025-12-06T17:57:10,37,0-90d
archive\data\backup_20260106_071520\agent_workspaces\Agent-2\extracted_logic\ai_framework\conversation\src\dreamscape\core\memory\api\conversation_api.py,3109,2025-12-06T17:57:10,37,0-90d
archive\data\backup_20260106_071520\agent_workspaces\Agent-2\extracted_logic\ai_framework\conversation\src\dreamscape\core\memory\storage\conversation_operations.py,9439,2025-12-06T17:57:10,37,0-90d
archive\data\backup_20260106_071520\agent_workspaces\Agent-2\extracted_logic\ai_framework\conversation\src\dreamscape\core\utils\chat_navigation.py,10931,2025-12-06T17:57:10,37,0-90d
archive\data\backup_20260106_071520\agent_workspaces\Agent-2\extracted_logic\ai_framework\conversation\src\dreamscape\gui\panels\ai_studio\conversational_ai_component.py,8354,2025-12-06T17:57:10,37,0-90d
archive\data\backup_20260106_071520\agent_workspaces\Agent-2\extracted_logic\ai_framework\conversation\src\dreamvault\agents\conversation_agent.py,12945,2025-12-06T17:57:10,37,0-90d
archive\data\backup_20260106_071520\agent_workspaces\Agent-2\extracted_logic\ai_framework\conversation\src\dreamvault\scrapers\chatgpt_scraper.py,17611,2025-12-06T17:57:10,37,0-90d
archive\data\backup_20260106_071520\agent_workspaces\Agent-2\extracted_logic\ai_framework\conversation\src\dreamvault\scrapers\conversation_extractor.py,13538,2025-12-06T17:57:10,37,0-90d
archive\data\backup_20260106_071520\agent_workspaces\Agent-2\extracted_logic\ai_framework\conversation\tests\test_conversation_ingestion.py,16804,2025-12-06T17:57:12,37,0-90d
archive\data\backup_20260106_071520\agent_workspaces\Agent-2\extracted_logic\ai_framework\models\run_agent_training.py,7347,2025-12-06T17:57:12,37,0-90d
archive\data\backup_20260106_071520\agent_workspaces\Agent-2\extracted_logic\ai_framework\models\src\dreamvault\deployment\model_manager.py,16652,2025-12-06T17:57:14,37,0-90d
archive\data\backup_20260106_071520\agent_workspaces\Agent-2\extracted_logic\ai_framework\models\tests\test_agent_training.py,5938,2025-12-06T17:57:14,37,0-90d
archive\data\backup_20260106_071520\agent_workspaces\Agent-2\extracted_logic\ai_framework\models\tests\test_ai_integration.py,22773,2025-12-06T17:57:14,37,0-90d
archive\data\backup_20260106_071520\agent_workspaces\Agent-2\extracted_logic\portfolio\stock_portfolio_manager.py,4015,2025-12-06T17:57:14,37,0-90d
archive\data\backup_20260106_071520\agent_workspaces\Agent-2\extracted_logic\portfolio\test_stock_portfolio_manager.py,2219,2025-12-06T17:57:14,37,0-90d
archive\data\backup_20260106_071520\agent_workspaces\Agent-3\__init__.py,334,2025-12-06T17:57:16,37,0-90d
archive\data\backup_20260106_071520\agent_workspaces\Agent-3\compare_audits.py,4627,2025-11-23T03:27:52,50,0-90d
archive\data\backup_20260106_071520\agent_workspaces\Agent-3\infrastructure_audit_scanner.py,12133,2025-11-23T03:27:52,50,0-90d
archive\data\backup_20260106_071520\agent_workspaces\Agent-3\quality_first_communication_protocol.py,6290,2025-11-23T03:27:52,50,0-90d
archive\data\backup_20260106_071520\agent_workspaces\Agent-5\categorize_review_files.py,3088,2025-12-18T07:57:58,25,0-90d
archive\data\backup_20260106_071520\agent_workspaces\Agent-5\identify_analytics_analysis_tools.py,4735,2025-12-18T07:57:58,25,0-90d
archive\data\backup_20260106_071520\agent_workspaces\Agent-5\registry_plugin_discovery_proof_of_concept.py,8389,2025-12-18T07:57:58,25,0-90d
archive\data\backup_20260106_071520\agent_workspaces\Agent-5\verify_chain4_directories.py,764,2025-12-18T07:57:58,25,0-90d
archive\data\backup_20260106_071520\agent_workspaces\Agent-7\cleanup_inbox.py,2461,2025-12-25T10:47:08,18,0-90d
archive\data\backup_20260106_071520\agent_workspaces\Agent-7\cleanup_workspace.py,14456,2025-12-20T05:42:16,23,0-90d
archive\data\backup_20260106_071520\agent_workspaces\Agent-7\tools\coordination_status_tracker.py,6382,2025-12-25T11:24:22,18,0-90d
archive\data\backup_20260106_071520\agent_workspaces\Agent-8\cleanup_inbox.py,2854,2025-12-30T13:05:38,13,0-90d
archive\data\backup_20260106_071520\config\config.py,9234,2026-01-06T06:57:38,6,0-90d
archive\data\backup_20260106_071520\config\voice_profiles\voice_detector.py,12706,2025-12-22T11:15:52,21,0-90d
archive\code\agent_workspaces\Agent-2\extracted_logic\ai_framework\models\src\dreamscape\gui\panels\ai_studio\conversational_ai_component.py,8354,2025-12-06T17:57:12,37,0-90d
archive\code\archive\dreamscape_project\Thea\src\dreamscape\core\refresh_chatgpt_cookies.py,3894,2026-01-09T19:09:30,2,0-90d
archive\code\archive\dreamscape_project\Thea\src\dreamscape\core\legacy\ingest_chatgpt_json.py,4759,2026-01-09T19:09:30,2,0-90d
archive\code\archive\dreamscape_project\Thea\src\dreamscape\core\legacy\ingest_conversation_files.py,4505,2026-01-09T19:09:30,2,0-90d
archive\code\archive\dreamscape_project\Thea\src\dreamscape\core\legacy\process_all_conversations_demo.py,5530,2026-01-09T19:09:30,2,0-90d
archive\code\archive\dreamscape_project\Thea\src\dreamscape\core\legacy\unified_conversation_manager.py,19003,2026-01-09T19:09:30,2,0-90d
archive\code\archive\dreamscape_project\Thea\src\dreamscape\core\legacy\update_conversation_stats.py,3744,2026-01-09T19:09:30,2,0-90d
archive\code\archive\dreamscape_project\Thea\src\dreamscape\core\memory\api\conversation_api.py,3109,2026-01-09T19:09:30,2,0-90d
archive\code\archive\dreamscape_project\Thea\src\dreamscape\core\memory\storage\conversation_operations.py,9439,2026-01-09T19:09:30,2,0-90d
archive\code\archive\dreamscape_project\Thea\src\dreamscape\core\utils\chat_navigation.py,10931,2026-01-09T19:09:30,2,0-90d
archive\code\archive\dreamscape_project\Thea\src\dreamscape\gui\panels\ai_studio\conversational_ai_component.py,8354,2026-01-09T19:09:30,2,0-90d
archive\code\scripts\extract_freeride_error.py,10,2026-01-09T19:09:30,2,0-90d
archive\code\systems\memory\memory\api\conversation_api.py,3109,2026-01-09T19:09:32,2,0-90d
archive\code\systems\memory\memory\storage\conversation_operations.py,9439,2026-01-09T19:09:32,2,0-90d
archive\legacy_messaging_systems\messaging_discord.py,776,2025-12-18T07:58:10,25,0-90d
archive\legacy_messaging_systems\broadcast_handler.py,2073,2026-01-09T18:37:30,3,0-90d
archive\legacy_messaging_systems\broadcast_helpers.py,9252,2026-01-10T16:46:44,2,0-90d
archive\legacy_messaging_systems\multi_agent_request_handler.py,1760,2025-12-24T01:24:24,19,0-90d
archive\legacy_messaging_systems\multi_agent_request_helpers.py,4367,2025-12-26T23:59:48,16,0-90d
archive\legacy_messaging_systems\work_resume_generator.py,18203,2026-01-08T18:40:18,4,0-90d
archive\legacy_messaging_systems\service_adapters.py,7470,2025-12-24T01:24:24,19,0-90d
archive\legacy_messaging_systems\service_adapter_helpers.py,1647,2025-12-18T07:58:10,25,0-90d
archive\legacy_messaging_systems\discord_message_handler.py,1972,2025-12-24T01:24:24,19,0-90d
archive\legacy_messaging_systems\discord_message_helpers.py,16210,2025-12-28T18:49:16,15,0-90d
archive\legacy_messaging_systems\v3\__init__.py,837,2026-01-10T05:17:30,2,0-90d
archive\legacy_messaging_systems\v3\processor.py,8193,2026-01-10T18:10:02,2,0-90d
archive\legacy_messaging_systems\v3\queue_manager.py,9551,2026-01-10T05:17:30,2,0-90d
archive\legacy_messaging_systems\v3\delivery_verifier.py,10895,2026-01-10T05:17:30,2,0-90d
archive\legacy_messaging_systems\v3\archival_service.py,12796,2026-01-10T05:17:30,2,0-90d
archive\legacy_messaging_systems\v3\health_monitor.py,12744,2026-01-10T05:17:30,2,0-90d
archive\legacy_messaging_systems\domain\__init__.py,349,2025-12-24T01:24:24,19,0-90d
archive\legacy_messaging_systems\domain\interfaces\__init__.py,450,2025-12-22T11:15:58,21,0-90d
archive\legacy_messaging_systems\domain\interfaces\queue_repository.py,2366,2025-12-22T11:15:58,21,0-90d
archive\cleanup_2026-01-11\experimental_code\core\__init__.py,283,2025-12-06T17:57:28,37,0-90d
archive\cleanup_2026-01-11\experimental_code\core\config_manager.py,2233,2025-12-06T17:57:28,37,0-90d
archive\cleanup_2026-01-11\experimental_code\dream\repos\master\dadudekc\test_q_learning.py,5801,2025-11-29T17:58:58,44,0-90d
archive\cleanup_2026-01-11\experimental_code\dream\repos\master\dadudekc\train_cartpole.py,6420,2025-11-29T17:58:58,44,0-90d
archive\cleanup_2026-01-11\experimental_code\dream\repos\master\dadudekc\AI agent\main.py,4260,2025-11-29T17:58:58,44,0-90d
archive\cleanup_2026-01-11\experimental_code\dream\repos\master\dadudekc\AI agent\AI\Digital dreamscape\main.py,8898,2025-11-29T17:58:58,44,0-90d
archive\cleanup_2026-01-11\experimental_code\ops\deployment\simple_wordpress_deployer.py,15606,2026-01-01T19:30:06,10,0-90d
archive\cleanup_2026-01-11\experimental_code\systems\__init__.py,25,2026-01-09T19:39:54,2,0-90d
archive\cleanup_2026-01-11\experimental_code\systems\output_flywheel\__init__.py,73,2026-01-09T19:39:56,2,0-90d
archive\cleanup_2026-01-11\experimental_code\systems\output_flywheel\analytics_dashboard.py,11903,2026-01-09T19:39:56,2,0-90d
archive\cleanup_2026-01-11\experimental_code\systems\output_flywheel\dashboard_loader.py,9824,2026-01-09T19:39:56,2,0-90d
archive\cleanup_2026-01-11\experimental_code\systems\output_flywheel\manifest_system.py,11904,2026-01-09T19:39:56,2,0-90d
archive\cleanup_2026-01-11\experimental_code\systems\output_flywheel\metrics_client.py,13096,2026-01-09T19:39:56,2,0-90d
archive\cleanup_2026-01-11\experimental_code\systems\output_flywheel\metrics_monitor.py,12325,2026-01-09T19:39:56,2,0-90d
archive\cleanup_2026-01-11\experimental_code\systems\output_flywheel\metrics_tracker.py,13155,2026-01-09T19:39:56,2,0-90d
archive\cleanup_2026-01-11\experimental_code\systems\output_flywheel\output_flywheel_usage_tracker.py,10505,2026-01-09T19:39:56,2,0-90d
archive\cleanup_2026-01-11\experimental_code\systems\output_flywheel\production_monitor.py,12398,2026-01-09T19:39:58,2,0-90d
archive\cleanup_2026-01-11\experimental_code\systems\output_flywheel\ssot_verifier.py,9536,2026-01-09T19:39:58,2,0-90d
archive\cleanup_2026-01-11\experimental_code\systems\output_flywheel\unified_metrics_reader.py,3711,2026-01-09T19:39:58,2,0-90d
archive\cleanup_2026-01-11\experimental_code\systems\output_flywheel\unified_tools_dashboard.py,13277,2026-01-09T19:39:58,2,0-90d
archive\cleanup_2026-01-11\experimental_code\systems\output_flywheel\unified_tools_metrics.py,8449,2026-01-09T19:39:58,2,0-90d
archive\cleanup_2026-01-11\experimental_code\systems\output_flywheel\weekly_report_generator.py,4558,2026-01-09T19:39:58,2,0-90d
archive\cleanup_2026-01-11\experimental_code\systems\output_flywheel\integration\__init__.py,364,2026-01-09T19:39:56,2,0-90d
archive\cleanup_2026-01-11\experimental_code\systems\output_flywheel\integration\agent_session_hooks.py,12403,2026-01-09T19:39:56,2,0-90d
archive\cleanup_2026-01-11\experimental_code\systems\output_flywheel\integration\status_json_integration.py,7760,2026-01-09T19:39:56,2,0-90d
archive\cleanup_2026-01-11\experimental_code\systems\output_flywheel\pipelines\__init__.py,35,2026-01-09T19:39:56,2,0-90d
archive\cleanup_2026-01-11\experimental_code\systems\output_flywheel\pipelines\build_artifact.py,6874,2026-01-09T19:39:56,2,0-90d
archive\cleanup_2026-01-11\experimental_code\systems\output_flywheel\pipelines\life_aria_artifact.py,6054,2026-01-09T19:39:56,2,0-90d
archive\cleanup_2026-01-11\experimental_code\systems\output_flywheel\pipelines\trade_artifact.py,5786,2026-01-09T19:39:56,2,0-90d
archive\cleanup_2026-01-11\experimental_code\systems\output_flywheel\processors\__init__.py,36,2026-01-09T19:39:58,2,0-90d
archive\cleanup_2026-01-11\experimental_code\systems\output_flywheel\processors\build_log_generator.py,2958,2026-01-09T19:39:58,2,0-90d
archive\cleanup_2026-01-11\experimental_code\systems\output_flywheel\processors\readme_generator.py,3639,2026-01-09T19:39:58,2,0-90d
archive\cleanup_2026-01-11\experimental_code\systems\output_flywheel\processors\repo_scanner.py,5835,2026-01-09T19:39:58,2,0-90d
archive\cleanup_2026-01-11\experimental_code\systems\output_flywheel\processors\social_generator.py,3281,2026-01-09T19:39:58,2,0-90d
archive\cleanup_2026-01-11\experimental_code\systems\output_flywheel\processors\story_extractor.py,5186,2026-01-09T19:39:58,2,0-90d
archive\cleanup_2026-01-11\experimental_code\systems\output_flywheel\processors\trade_processor.py,4610,2026-01-09T19:39:58,2,0-90d
archive\cleanup_2026-01-11\experimental_code\systems\output_flywheel\publication\__init__.py,660,2026-01-09T19:39:58,2,0-90d
archive\cleanup_2026-01-11\experimental_code\systems\output_flywheel\publication\github_publisher.py,8347,2026-01-09T19:39:58,2,0-90d
archive\cleanup_2026-01-11\experimental_code\systems\output_flywheel\publication\publish_queue_manager.py,9549,2026-01-09T19:39:58,2,0-90d
archive\cleanup_2026-01-11\experimental_code\systems\output_flywheel\publication\social_draft_generator.py,5736,2026-01-09T19:39:58,2,0-90d
archive\cleanup_2026-01-11\experimental_code\systems\output_flywheel\publication\website_publisher.py,6116,2026-01-09T19:39:58,2,0-90d
archive\cleanup_2026-01-11\experimental_code\systems\analytics\__init__.py,30,2026-01-09T19:39:54,2,0-90d
archive\cleanup_2026-01-11\experimental_code\systems\analytics\analytics\__init__.py,497,2026-01-09T19:39:54,2,0-90d
archive\cleanup_2026-01-11\experimental_code\systems\analytics\analytics\analytics_optimizer.py,18257,2026-01-09T19:39:54,2,0-90d
archive\cleanup_2026-01-11\experimental_code\systems\analytics\analytics\analytics_system.py,42997,2026-01-09T19:39:54,2,0-90d
archive\cleanup_2026-01-11\experimental_code\systems\analytics\analytics\analyze_conversations_ai.py,7831,2026-01-09T19:39:54,2,0-90d
archive\cleanup_2026-01-11\experimental_code\systems\analytics\analytics\content_analytics_integration.py,33421,2026-01-09T19:39:54,2,0-90d
archive\cleanup_2026-01-11\experimental_code\systems\analytics\analytics\time_series_analyzer.py,20246,2026-01-09T19:39:54,2,0-90d
